No,質問候補,話題,棚,言語,法務チェック,要注意,状態,3ソース確認日,担当
92,How does bringing medicine work in Japan?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
93,How does packing for summer work in Japan?,packing for summer,inbound,en,,,未確認,,
94,How does packing for winter work in Japan?,packing for winter,inbound,en,,,未確認,,
95,How does packing for the rainy season work in Japan?,packing for the rainy season,inbound,en,,,未確認,,
96,How does humidity work in Japan?,humidity,inbound,en,,,未確認,,
97,How does the heat in August work in Japan?,the heat in August,inbound,en,,,未確認,,
98,How does pollen season work in Japan?,pollen season,inbound,en,,,未確認,,
99,How does UV levels work in Japan?,UV levels,inbound,en,,,未確認,,
100,How does sunscreen labels work in Japan?,sunscreen labels,inbound,en,必須,,未確認,,
101,How does SPF and PA work in Japan?,SPF and PA,inbound,en,必須,,未確認,,
102,How does cosmetics labels work in Japan?,cosmetics labels,inbound,en,必須,,未確認,,
103,How does ingredient lists work in Japan?,ingredient lists,inbound,en,必須,,未確認,,
104,How does expiry dates on cosmetics work in Japan?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
105,How does skincare product names work in Japan?,skincare product names,inbound,en,必須,,未確認,,
106,How does face masks work in Japan?,face masks,inbound,en,,,未確認,,
107,How does hand soap work in Japan?,hand soap,inbound,en,,,未確認,,
108,How does toiletries you can buy locally work in Japan?,toiletries you can buy locally,inbound,en,,,未確認,,
109,How does laundry while travelling work in Japan?,laundry while travelling,inbound,en,,,未確認,,
110,How does coin laundries work in Japan?,coin laundries,inbound,en,,,未確認,,
111,How does hotel amenities work in Japan?,hotel amenities,inbound,en,,,未確認,,
112,How does slippers and shoes indoors work in Japan?,slippers and shoes indoors,inbound,en,,,未確認,,
113,How does public baths work in Japan?,public baths,inbound,en,,,未確認,,
114,How does onsen etiquette work in Japan?,onsen etiquette,inbound,en,,,未確認,,
115,How does tattoos and bathing work in Japan?,tattoos and bathing,inbound,en,,,未確認,,
116,How does towels work in Japan?,towels,inbound,en,,,未確認,,
117,How does tap water work in Japan?,tap water,inbound,en,,,未確認,,
118,How does vending machines work in Japan?,vending machines,inbound,en,,,未確認,,
119,How does bottle recycling work in Japan?,bottle recycling,inbound,en,,,未確認,,
120,How does rubbish bins work in Japan?,rubbish bins,inbound,en,,制度・安全,未確認,,
121,How does sorting rubbish work in Japan?,sorting rubbish,inbound,en,,制度・安全,未確認,,
122,How does eating while walking work in Japan?,eating while walking,inbound,en,,,未確認,,
123,How does convenience-store food work in Japan?,convenience-store food,inbound,en,,,未確認,,
124,How does onigiri work in Japan?,onigiri,inbound,en,,,未確認,,
125,How does bento work in Japan?,bento,inbound,en,,,未確認,,
126,How does instant noodles work in Japan?,instant noodles,inbound,en,,,未確認,,
127,How does matcha products work in Japan?,matcha products,inbound,en,,,未確認,,
128,How does wagashi work in Japan?,wagashi,inbound,en,,,未確認,,
129,How does seasonal sweets work in Japan?,seasonal sweets,inbound,en,,,未確認,,
130,How does allergy labelling work in Japan?,allergy labelling,inbound,en,必須,制度・安全,未確認,,
131,How does vegetarian options work in Japan?,vegetarian options,inbound,en,必須,,未確認,,
132,How does halal options work in Japan?,halal options,inbound,en,必須,,未確認,,
133,How does reading a menu work in Japan?,reading a menu,inbound,en,,,未確認,,
134,How does restaurant etiquette work in Japan?,restaurant etiquette,inbound,en,,,未確認,,
135,How does tipping work in Japan?,tipping,inbound,en,,,未確認,,
136,How does queueing work in Japan?,queueing,inbound,en,,,未確認,,
137,How does reservations work in Japan?,reservations,inbound,en,,,未確認,,
138,How does English-speaking staff work in Japan?,English-speaking staff,inbound,en,,,未確認,,
139,How does translation apps work in Japan?,translation apps,inbound,en,,,未確認,,
140,How does pharmacy staff work in Japan?,pharmacy staff,inbound,en,必須,,未確認,,
141,How does over-the-counter medicine work in Japan?,over-the-counter medicine,inbound,en,必須,制度・安全,未確認,,
142,How does first aid supplies work in Japan?,first aid supplies,inbound,en,必須,,未確認,,
143,How does power plugs work in Japan?,power plugs,inbound,en,,,未確認,,
144,How does SIM and eSIM work in Japan?,SIM and eSIM,inbound,en,,,未確認,,
145,How does pocket wifi work in Japan?,pocket wifi,inbound,en,,,未確認,,
146,How does postal services work in Japan?,postal services,inbound,en,,,未確認,,
147,How does souvenir choices work in Japan?,souvenir choices,inbound,en,,,未確認,,
148,How does gift wrapping work in Japan?,gift wrapping,inbound,en,,,未確認,,
149,How does seasonal shopping work in Japan?,seasonal shopping,inbound,en,,,未確認,,
150,How does sales seasons work in Japan?,sales seasons,inbound,en,,,未確認,,
151,How does sizing differences work in Japan?,sizing differences,inbound,en,,,未確認,,
152,How does shoe sizes work in Japan?,shoe sizes,inbound,en,,,未確認,,
153,Why is drugstores different in Japan?,drugstores,inbound,en,,,未確認,,
154,Why is convenience stores different in Japan?,convenience stores,inbound,en,,,未確認,,
155,Why is supermarkets different in Japan?,supermarkets,inbound,en,,,未確認,,
156,Why is department stores different in Japan?,department stores,inbound,en,,,未確認,,
157,Why is 100-yen shops different in Japan?,100-yen shops,inbound,en,,,未確認,,
158,Why is home centres different in Japan?,home centres,inbound,en,,,未確認,,
159,Why is tax-free shopping different in Japan?,tax-free shopping,inbound,en,,制度・安全,未確認,,
160,Why is consumption tax different in Japan?,consumption tax,inbound,en,,制度・安全,未確認,,
161,Why is cash and cards different in Japan?,cash and cards,inbound,en,,,未確認,,
162,Why is IC cards different in Japan?,IC cards,inbound,en,,,未確認,,
163,Why is coin lockers different in Japan?,coin lockers,inbound,en,,,未確認,,
164,Why is luggage forwarding different in Japan?,luggage forwarding,inbound,en,,,未確認,,
165,Why is carry-on rules different in Japan?,carry-on rules,inbound,en,,,未確認,,
166,Why is customs on the way home different in Japan?,customs on the way home,inbound,en,,制度・安全,未確認,,
167,Why is bringing food home different in Japan?,bringing food home,inbound,en,,,未確認,,
168,Why is bringing medicine different in Japan?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
169,Why is packing for summer different in Japan?,packing for summer,inbound,en,,,未確認,,
170,Why is packing for winter different in Japan?,packing for winter,inbound,en,,,未確認,,
171,Why is packing for the rainy season different in Japan?,packing for the rainy season,inbound,en,,,未確認,,
172,Why is humidity different in Japan?,humidity,inbound,en,,,未確認,,
173,Why is the heat in August different in Japan?,the heat in August,inbound,en,,,未確認,,
174,Why is pollen season different in Japan?,pollen season,inbound,en,,,未確認,,
175,Why is UV levels different in Japan?,UV levels,inbound,en,,,未確認,,
176,Why is sunscreen labels different in Japan?,sunscreen labels,inbound,en,必須,,未確認,,
177,Why is SPF and PA different in Japan?,SPF and PA,inbound,en,必須,,未確認,,
178,Why is cosmetics labels different in Japan?,cosmetics labels,inbound,en,必須,,未確認,,
179,Why is ingredient lists different in Japan?,ingredient lists,inbound,en,必須,,未確認,,
180,Why is expiry dates on cosmetics different in Japan?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
181,Why is skincare product names different in Japan?,skincare product names,inbound,en,必須,,未確認,,
182,Why is face masks different in Japan?,face masks,inbound,en,,,未確認,,
183,Why is hand soap different in Japan?,hand soap,inbound,en,,,未確認,,
184,Why is toiletries you can buy locally different in Japan?,toiletries you can buy locally,inbound,en,,,未確認,,
185,Why is laundry while travelling different in Japan?,laundry while travelling,inbound,en,,,未確認,,
186,Why is coin laundries different in Japan?,coin laundries,inbound,en,,,未確認,,
187,Why is hotel amenities different in Japan?,hotel amenities,inbound,en,,,未確認,,
188,Why is slippers and shoes indoors different in Japan?,slippers and shoes indoors,inbound,en,,,未確認,,
189,Why is public baths different in Japan?,public baths,inbound,en,,,未確認,,
190,Why is onsen etiquette different in Japan?,onsen etiquette,inbound,en,,,未確認,,
191,Why is tattoos and bathing different in Japan?,tattoos and bathing,inbound,en,,,未確認,,
192,Why is towels different in Japan?,towels,inbound,en,,,未確認,,
193,Why is tap water different in Japan?,tap water,inbound,en,,,未確認,,
194,Why is vending machines different in Japan?,vending machines,inbound,en,,,未確認,,
195,Why is bottle recycling different in Japan?,bottle recycling,inbound,en,,,未確認,,
196,Why is rubbish bins different in Japan?,rubbish bins,inbound,en,,制度・安全,未確認,,
197,Why is sorting rubbish different in Japan?,sorting rubbish,inbound,en,,制度・安全,未確認,,
198,Why is eating while walking different in Japan?,eating while walking,inbound,en,,,未確認,,
199,Why is convenience-store food different in Japan?,convenience-store food,inbound,en,,,未確認,,
200,Why is onigiri different in Japan?,onigiri,inbound,en,,,未確認,,
201,Why is bento different in Japan?,bento,inbound,en,,,未確認,,
202,Why is instant noodles different in Japan?,instant noodles,inbound,en,,,未確認,,
203,Why is matcha products different in Japan?,matcha products,inbound,en,,,未確認,,
204,Why is wagashi different in Japan?,wagashi,inbound,en,,,未確認,,
205,Why is seasonal sweets different in Japan?,seasonal sweets,inbound,en,,,未確認,,
206,Why is allergy labelling different in Japan?,allergy labelling,inbound,en,必須,制度・安全,未確認,,
207,Why is vegetarian options different in Japan?,vegetarian options,inbound,en,必須,,未確認,,
208,Why is halal options different in Japan?,halal options,inbound,en,必須,,未確認,,
209,Why is reading a menu different in Japan?,reading a menu,inbound,en,,,未確認,,
210,Why is restaurant etiquette different in Japan?,restaurant etiquette,inbound,en,,,未確認,,
211,Why is tipping different in Japan?,tipping,inbound,en,,,未確認,,
212,Why is queueing different in Japan?,queueing,inbound,en,,,未確認,,
213,Why is reservations different in Japan?,reservations,inbound,en,,,未確認,,
214,Why is English-speaking staff different in Japan?,English-speaking staff,inbound,en,,,未確認,,
215,Why is translation apps different in Japan?,translation apps,inbound,en,,,未確認,,
216,Why is pharmacy staff different in Japan?,pharmacy staff,inbound,en,必須,,未確認,,
217,Why is over-the-counter medicine different in Japan?,over-the-counter medicine,inbound,en,必須,制度・安全,未確認,,
218,Why is first aid supplies different in Japan?,first aid supplies,inbound,en,必須,,未確認,,
219,Why is power plugs different in Japan?,power plugs,inbound,en,,,未確認,,
220,Why is SIM and eSIM different in Japan?,SIM and eSIM,inbound,en,,,未確認,,
221,Why is pocket wifi different in Japan?,pocket wifi,inbound,en,,,未確認,,
222,Why is postal services different in Japan?,postal services,inbound,en,,,未確認,,
223,Why is souvenir choices different in Japan?,souvenir choices,inbound,en,,,未確認,,
224,Why is gift wrapping different in Japan?,gift wrapping,inbound,en,,,未確認,,
225,Why is seasonal shopping different in Japan?,seasonal shopping,inbound,en,,,未確認,,
226,Why is sales seasons different in Japan?,sales seasons,inbound,en,,,未確認,,
227,Why is sizing differences different in Japan?,sizing differences,inbound,en,,,未確認,,
228,Why is shoe sizes different in Japan?,shoe sizes,inbound,en,,,未確認,,
229,Do I need to worry about drugstores when visiting Japan?,drugstores,inbound,en,,,未確認,,
230,Do I need to worry about convenience stores when visiting Japan?,convenience stores,inbound,en,,,未確認,,
231,Do I need to worry about supermarkets when visiting Japan?,supermarkets,inbound,en,,,未確認,,
232,Do I need to worry about department stores when visiting Japan?,department stores,inbound,en,,,未確認,,
233,Do I need to worry about 100-yen shops when visiting Japan?,100-yen shops,inbound,en,,,未確認,,
234,Do I need to worry about home centres when visiting Japan?,home centres,inbound,en,,,未確認,,
235,Do I need to worry about tax-free shopping when visiting Japan?,tax-free shopping,inbound,en,,制度・安全,未確認,,
236,Do I need to worry about consumption tax when visiting Japan?,consumption tax,inbound,en,,制度・安全,未確認,,
237,Do I need to worry about cash and cards when visiting Japan?,cash and cards,inbound,en,,,未確認,,
238,Do I need to worry about IC cards when visiting Japan?,IC cards,inbound,en,,,未確認,,
239,Do I need to worry about coin lockers when visiting Japan?,coin lockers,inbound,en,,,未確認,,
240,Do I need to worry about luggage forwarding when visiting Japan?,luggage forwarding,inbound,en,,,未確認,,
241,Do I need to worry about carry-on rules when visiting Japan?,carry-on rules,inbound,en,,,未確認,,
242,Do I need to worry about customs on the way home when visiting Japan?,customs on the way home,inbound,en,,制度・安全,未確認,,
243,Do I need to worry about bringing food home when visiting Japan?,bringing food home,inbound,en,,,未確認,,
244,Do I need to worry about bringing medicine when visiting Japan?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
245,Do I need to worry about packing for summer when visiting Japan?,packing for summer,inbound,en,,,未確認,,
246,Do I need to worry about packing for winter when visiting Japan?,packing for winter,inbound,en,,,未確認,,
247,Do I need to worry about packing for the rainy season when visiting Japan?,packing for the rainy season,inbound,en,,,未確認,,
248,Do I need to worry about humidity when visiting Japan?,humidity,inbound,en,,,未確認,,
249,Do I need to worry about the heat in August when visiting Japan?,the heat in August,inbound,en,,,未確認,,
250,Do I need to worry about pollen season when visiting Japan?,pollen season,inbound,en,,,未確認,,
251,Do I need to worry about UV levels when visiting Japan?,UV levels,inbound,en,,,未確認,,
252,Do I need to worry about sunscreen labels when visiting Japan?,sunscreen labels,inbound,en,必須,,未確認,,
253,Do I need to worry about SPF and PA when visiting Japan?,SPF and PA,inbound,en,必須,,未確認,,
254,Do I need to worry about cosmetics labels when visiting Japan?,cosmetics labels,inbound,en,必須,,未確認,,
255,Do I need to worry about ingredient lists when visiting Japan?,ingredient lists,inbound,en,必須,,未確認,,
256,Do I need to worry about expiry dates on cosmetics when visiting Japan?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
257,Do I need to worry about skincare product names when visiting Japan?,skincare product names,inbound,en,必須,,未確認,,
258,Do I need to worry about face masks when visiting Japan?,face masks,inbound,en,,,未確認,,
259,Do I need to worry about hand soap when visiting Japan?,hand soap,inbound,en,,,未確認,,
260,Do I need to worry about toiletries you can buy locally when visiting Japan?,toiletries you can buy locally,inbound,en,,,未確認,,
261,Do I need to worry about laundry while travelling when visiting Japan?,laundry while travelling,inbound,en,,,未確認,,
262,Do I need to worry about coin laundries when visiting Japan?,coin laundries,inbound,en,,,未確認,,
263,Do I need to worry about hotel amenities when visiting Japan?,hotel amenities,inbound,en,,,未確認,,
264,Do I need to worry about slippers and shoes indoors when visiting Japan?,slippers and shoes indoors,inbound,en,,,未確認,,
265,Do I need to worry about public baths when visiting Japan?,public baths,inbound,en,,,未確認,,
266,Do I need to worry about onsen etiquette when visiting Japan?,onsen etiquette,inbound,en,,,未確認,,
267,Do I need to worry about tattoos and bathing when visiting Japan?,tattoos and bathing,inbound,en,,,未確認,,
268,Do I need to worry about towels when visiting Japan?,towels,inbound,en,,,未確認,,
269,Do I need to worry about tap water when visiting Japan?,tap water,inbound,en,,,未確認,,
270,Do I need to worry about vending machines when visiting Japan?,vending machines,inbound,en,,,未確認,,
271,Do I need to worry about bottle recycling when visiting Japan?,bottle recycling,inbound,en,,,未確認,,
272,Do I need to worry about rubbish bins when visiting Japan?,rubbish bins,inbound,en,,制度・安全,未確認,,
273,Do I need to worry about sorting rubbish when visiting Japan?,sorting rubbish,inbound,en,,制度・安全,未確認,,
274,Do I need to worry about eating while walking when visiting Japan?,eating while walking,inbound,en,,,未確認,,
275,Do I need to worry about convenience-store food when visiting Japan?,convenience-store food,inbound,en,,,未確認,,
276,Do I need to worry about onigiri when visiting Japan?,onigiri,inbound,en,,,未確認,,
277,Do I need to worry about bento when visiting Japan?,bento,inbound,en,,,未確認,,
278,Do I need to worry about instant noodles when visiting Japan?,instant noodles,inbound,en,,,未確認,,
279,Do I need to worry about matcha products when visiting Japan?,matcha products,inbound,en,,,未確認,,
280,Do I need to worry about wagashi when visiting Japan?,wagashi,inbound,en,,,未確認,,
281,Do I need to worry about seasonal sweets when visiting Japan?,seasonal sweets,inbound,en,,,未確認,,
282,Do I need to worry about allergy labelling when visiting Japan?,allergy labelling,inbound,en,必須,制度・安全,未確認,,
283,Do I need to worry about vegetarian options when visiting Japan?,vegetarian options,inbound,en,必須,,未確認,,
284,Do I need to worry about halal options when visiting Japan?,halal options,inbound,en,必須,,未確認,,
285,Do I need to worry about reading a menu when visiting Japan?,reading a menu,inbound,en,,,未確認,,
286,Do I need to worry about restaurant etiquette when visiting Japan?,restaurant etiquette,inbound,en,,,未確認,,
287,Do I need to worry about tipping when visiting Japan?,tipping,inbound,en,,,未確認,,
288,Do I need to worry about queueing when visiting Japan?,queueing,inbound,en,,,未確認,,
289,Do I need to worry about reservations when visiting Japan?,reservations,inbound,en,,,未確認,,
290,Do I need to worry about English-speaking staff when visiting Japan?,English-speaking staff,inbound,en,,,未確認,,
291,Do I need to worry about translation apps when visiting Japan?,translation apps,inbound,en,,,未確認,,
292,Do I need to worry about pharmacy staff when visiting Japan?,pharmacy staff,inbound,en,必須,,未確認,,
293,Do I need to worry about over-the-counter medicine when visiting Japan?,over-the-counter medicine,inbound,en,必須,制度・安全,未確認,,
294,Do I need to worry about first aid supplies when visiting Japan?,first aid supplies,inbound,en,必須,,未確認,,
295,Do I need to worry about power plugs when visiting Japan?,power plugs,inbound,en,,,未確認,,
296,Do I need to worry about SIM and eSIM when visiting Japan?,SIM and eSIM,inbound,en,,,未確認,,
297,Do I need to worry about pocket wifi when visiting Japan?,pocket wifi,inbound,en,,,未確認,,
298,Do I need to worry about postal services when visiting Japan?,postal services,inbound,en,,,未確認,,
299,Do I need to worry about souvenir choices when visiting Japan?,souvenir choices,inbound,en,,,未確認,,
300,Do I need to worry about gift wrapping when visiting Japan?,gift wrapping,inbound,en,,,未確認,,
301,Do I need to worry about seasonal shopping when visiting Japan?,seasonal shopping,inbound,en,,,未確認,,
302,Do I need to worry about sales seasons when visiting Japan?,sales seasons,inbound,en,,,未確認,,
303,Do I need to worry about sizing differences when visiting Japan?,sizing differences,inbound,en,,,未確認,,
304,Do I need to worry about shoe sizes when visiting Japan?,shoe sizes,inbound,en,,,未確認,,
305,What do people in Japan actually do about drugstores?,drugstores,inbound,en,,,未確認,,
306,What do people in Japan actually do about convenience stores?,convenience stores,inbound,en,,,未確認,,
307,What do people in Japan actually do about supermarkets?,supermarkets,inbound,en,,,未確認,,
308,What do people in Japan actually do about department stores?,department stores,inbound,en,,,未確認,,
309,What do people in Japan actually do about 100-yen shops?,100-yen shops,inbound,en,,,未確認,,
310,What do people in Japan actually do about home centres?,home centres,inbound,en,,,未確認,,
311,What do people in Japan actually do about tax-free shopping?,tax-free shopping,inbound,en,,制度・安全,未確認,,
312,What do people in Japan actually do about consumption tax?,consumption tax,inbound,en,,制度・安全,未確認,,
313,What do people in Japan actually do about cash and cards?,cash and cards,inbound,en,,,未確認,,
314,What do people in Japan actually do about IC cards?,IC cards,inbound,en,,,未確認,,
315,What do people in Japan actually do about coin lockers?,coin lockers,inbound,en,,,未確認,,
316,What do people in Japan actually do about luggage forwarding?,luggage forwarding,inbound,en,,,未確認,,
317,What do people in Japan actually do about carry-on rules?,carry-on rules,inbound,en,,,未確認,,
318,What do people in Japan actually do about customs on the way home?,customs on the way home,inbound,en,,制度・安全,未確認,,
319,What do people in Japan actually do about bringing food home?,bringing food home,inbound,en,,,未確認,,
320,What do people in Japan actually do about bringing medicine?,bringing medicine,inbound,en,必須,制度・安全,未確認,,
321,What do people in Japan actually do about packing for summer?,packing for summer,inbound,en,,,未確認,,
322,What do people in Japan actually do about packing for winter?,packing for winter,inbound,en,,,未確認,,
323,What do people in Japan actually do about packing for the rainy season?,packing for the rainy season,inbound,en,,,未確認,,
324,What do people in Japan actually do about humidity?,humidity,inbound,en,,,未確認,,
325,What do people in Japan actually do about the heat in August?,the heat in August,inbound,en,,,未確認,,
326,What do people in Japan actually do about pollen season?,pollen season,inbound,en,,,未確認,,
327,What do people in Japan actually do about UV levels?,UV levels,inbound,en,,,未確認,,
328,What do people in Japan actually do about sunscreen labels?,sunscreen labels,inbound,en,必須,,未確認,,
329,What do people in Japan actually do about SPF and PA?,SPF and PA,inbound,en,必須,,未確認,,
330,What do people in Japan actually do about cosmetics labels?,cosmetics labels,inbound,en,必須,,未確認,,
331,What do people in Japan actually do about ingredient lists?,ingredient lists,inbound,en,必須,,未確認,,
332,What do people in Japan actually do about expiry dates on cosmetics?,expiry dates on cosmetics,inbound,en,必須,,未確認,,
333,What do people in Japan actually do about skincare product names?,skincare product names,inbound,en,必須,,未確認,,
334,What do people in Japan actually do about face masks?,face masks,inbound,en,,,未確認,,
335,What do people in Japan actually do about hand soap?,hand soap,inbound,en,,,未確認,,
336,What do people in Japan actually do about toiletries you can buy locally?,toiletries you can buy locally,inbound,en,,,未確認,,
337,What do people in Japan actually do about laundry while travelling?,laundry while travelling,inbound,en,,,未確認,,
338,What do people in Japan actually do about coin laundries?,coin laundries,inbound,en,,,未確認,,
339,What do people in Japan actually do about hotel amenities?,hotel amenities,inbound,en,,,未確認,,
340,What do people in Japan actually do about slippers and shoes indoors?,slippers and shoes indoors,inbound,en,,,未確認,,
341,What do people in Japan actually do about public baths?,public baths,inbound,en,,,未確認,,
342,What do people in Japan actually do about onsen etiquette?,onsen etiquette,inbound,en,,,未確認,,
