No,質問候補,話題,棚,言語,法務チェック,要注意,状態,3ソース確認日,担当
114,What do people get wrong about the concept of shun in Japan?,the concept of shun,wisdom,en,,,未確認,,
115,What do people get wrong about dashi in Japan?,dashi,wisdom,en,,,未確認,,
116,What do people get wrong about fermentation in Japan?,fermentation,wisdom,en,,,未確認,,
117,What do people get wrong about pickling in Japan?,pickling,wisdom,en,,,未確認,,
118,What do people get wrong about rice storage in Japan?,rice storage,wisdom,en,,,未確認,,
119,What do people get wrong about tea culture in Japan?,tea culture,wisdom,en,,,未確認,,
120,What do people get wrong about hot and cold drinks by season in Japan?,hot and cold drinks by season,wisdom,en,,,未確認,,
121,What do people get wrong about hand towels in Japan?,hand towels,wisdom,en,,,未確認,,
122,What do people get wrong about wet towels at restaurants in Japan?,wet towels at restaurants,wisdom,en,,,未確認,,
123,What do people get wrong about gift-giving customs in Japan?,gift-giving customs,wisdom,en,,制度・安全,未確認,,
124,What do people get wrong about packaging in Japan?,packaging,wisdom,en,,,未確認,,
125,What do people get wrong about seasonal greetings in Japan?,seasonal greetings,wisdom,en,,,未確認,,
126,What do people get wrong about the new year in Japan?,the new year,wisdom,en,,,未確認,,
127,What do people get wrong about festivals in Japan?,festivals,wisdom,en,,,未確認,,
128,What do people get wrong about kotatsu in Japan?,kotatsu,wisdom,en,,,未確認,,
129,What do people get wrong about heated carpets in Japan?,heated carpets,wisdom,en,,,未確認,,
130,What do people get wrong about hot water bottles in Japan?,hot water bottles,wisdom,en,,,未確認,,
131,What do people get wrong about layering clothes in Japan?,layering clothes,wisdom,en,,,未確認,,
132,What do people get wrong about cooling towels in Japan?,cooling towels,wisdom,en,,,未確認,,
133,What do people get wrong about summer heat habits in Japan?,summer heat habits,wisdom,en,,,未確認,,
134,What do people get wrong about insect prevention in Japan?,insect prevention,wisdom,en,,制度・安全,未確認,,
135,What do people get wrong about plants indoors in Japan?,plants indoors,wisdom,en,,,未確認,,
136,What do people get wrong about balcony gardening in Japan?,balcony gardening,wisdom,en,,,未確認,,
137,What do people get wrong about waste separation in Japan?,waste separation,wisdom,en,,制度・安全,未確認,,
138,What do people get wrong about local rules in Japan?,local rules,wisdom,en,,,未確認,,
139,What do people get wrong about community boards in Japan?,community boards,wisdom,en,,,未確認,,
140,What do people get wrong about neighbourhood etiquette in Japan?,neighbourhood etiquette,wisdom,en,,,未確認,,
141,What do people get wrong about noise consideration in Japan?,noise consideration,wisdom,en,,,未確認,,
142,What do people get wrong about earthquake preparation in Japan?,earthquake preparation,wisdom,en,,制度・安全,未確認,,
143,What do people get wrong about emergency bags in Japan?,emergency bags,wisdom,en,,制度・安全,未確認,,
144,What do people get wrong about water storage in Japan?,water storage,wisdom,en,,,未確認,,
145,What do people get wrong about torches and radios in Japan?,torches and radios,wisdom,en,,,未確認,,
146,What do people get wrong about first aid at home in Japan?,first aid at home,wisdom,en,必須,,未確認,,
147,What do people get wrong about stockpiling food in Japan?,stockpiling food,wisdom,en,,,未確認,,
148,What do people get wrong about rotating supplies in Japan?,rotating supplies,wisdom,en,,,未確認,,
149,What do people get wrong about reading a Japanese label in Japan?,reading a Japanese label,wisdom,en,,,未確認,,
150,What do people get wrong about product lot numbers in Japan?,product lot numbers,wisdom,en,,,未確認,,
151,What do people get wrong about warranty culture in Japan?,warranty culture,wisdom,en,,,未確認,,
152,What do people get wrong about repair over replace in Japan?,repair over replace,wisdom,en,,,未確認,,
153,What surprises visitors about taking shoes off indoors in Japan?,taking shoes off indoors,wisdom,en,,,未確認,,
154,What surprises visitors about the genkan in Japan?,the genkan,wisdom,en,,,未確認,,
155,What surprises visitors about tatami in Japan?,tatami,wisdom,en,,,未確認,,
156,What surprises visitors about futon airing in Japan?,futon airing,wisdom,en,,,未確認,,
157,What surprises visitors about seasonal bedding in Japan?,seasonal bedding,wisdom,en,,,未確認,,
158,What surprises visitors about sliding doors in Japan?,sliding doors,wisdom,en,,,未確認,,
159,What surprises visitors about small apartments in Japan?,small apartments,wisdom,en,,,未確認,,
160,What surprises visitors about storage in narrow spaces in Japan?,storage in narrow spaces,wisdom,en,,,未確認,,
161,What surprises visitors about under-bed storage in Japan?,under-bed storage,wisdom,en,,,未確認,,
162,What surprises visitors about the gap beside the fridge in Japan?,the gap beside the fridge,wisdom,en,,,未確認,,
163,What surprises visitors about vertical storage in Japan?,vertical storage,wisdom,en,,,未確認,,
164,What surprises visitors about seasonal clothing rotation in Japan?,seasonal clothing rotation,wisdom,en,,,未確認,,
165,What surprises visitors about refill packs in Japan?,refill packs,wisdom,en,,,未確認,,
166,What surprises visitors about reusable cloth in Japan?,reusable cloth,wisdom,en,,,未確認,,
167,What surprises visitors about furoshiki in Japan?,furoshiki,wisdom,en,,,未確認,,
168,What surprises visitors about tenugui in Japan?,tenugui,wisdom,en,,,未確認,,
169,What surprises visitors about bento boxes in Japan?,bento boxes,wisdom,en,,,未確認,,
170,What surprises visitors about chopstick rests in Japan?,chopstick rests,wisdom,en,,,未確認,,
171,What surprises visitors about single-purpose kitchen tools in Japan?,single-purpose kitchen tools,wisdom,en,,,未確認,,
172,What surprises visitors about drying racks in Japan?,drying racks,wisdom,en,,,未確認,,
173,What surprises visitors about laundry poles in Japan?,laundry poles,wisdom,en,,,未確認,,
174,What surprises visitors about indoor drying in Japan?,indoor drying,wisdom,en,,,未確認,,
175,What surprises visitors about dehumidifiers in Japan?,dehumidifiers,wisdom,en,,,未確認,,
176,What surprises visitors about the rainy season in Japan?,the rainy season,wisdom,en,,,未確認,,
177,What surprises visitors about mould prevention in Japan?,mould prevention,wisdom,en,,制度・安全,未確認,,
178,What surprises visitors about ventilation habits in Japan?,ventilation habits,wisdom,en,,,未確認,,
179,What surprises visitors about cleaning order in Japan?,cleaning order,wisdom,en,,制度・安全,未確認,,
180,What surprises visitors about cleaning cloths in Japan?,cleaning cloths,wisdom,en,,制度・安全,未確認,,
181,What surprises visitors about newspaper for windows in Japan?,newspaper for windows,wisdom,en,,,未確認,,
182,What surprises visitors about baking soda in Japan?,baking soda,wisdom,en,,,未確認,,
183,What surprises visitors about citric acid in Japan?,citric acid,wisdom,en,,,未確認,,
184,What surprises visitors about the year-end clean in Japan?,the year-end clean,wisdom,en,,,未確認,,
185,What surprises visitors about daily tidying in Japan?,daily tidying,wisdom,en,,,未確認,,
186,What surprises visitors about the entrance mat in Japan?,the entrance mat,wisdom,en,,,未確認,,
187,What surprises visitors about shoe cabinets in Japan?,shoe cabinets,wisdom,en,,,未確認,,
188,What surprises visitors about umbrella care in Japan?,umbrella care,wisdom,en,,,未確認,,
189,What surprises visitors about seasonal food in Japan?,seasonal food,wisdom,en,,,未確認,,
190,What surprises visitors about the concept of shun in Japan?,the concept of shun,wisdom,en,,,未確認,,
191,What surprises visitors about dashi in Japan?,dashi,wisdom,en,,,未確認,,
192,What surprises visitors about fermentation in Japan?,fermentation,wisdom,en,,,未確認,,
193,What surprises visitors about pickling in Japan?,pickling,wisdom,en,,,未確認,,
194,What surprises visitors about rice storage in Japan?,rice storage,wisdom,en,,,未確認,,
195,What surprises visitors about tea culture in Japan?,tea culture,wisdom,en,,,未確認,,
196,What surprises visitors about hot and cold drinks by season in Japan?,hot and cold drinks by season,wisdom,en,,,未確認,,
197,What surprises visitors about hand towels in Japan?,hand towels,wisdom,en,,,未確認,,
198,What surprises visitors about wet towels at restaurants in Japan?,wet towels at restaurants,wisdom,en,,,未確認,,
199,What surprises visitors about gift-giving customs in Japan?,gift-giving customs,wisdom,en,,制度・安全,未確認,,
200,What surprises visitors about packaging in Japan?,packaging,wisdom,en,,,未確認,,
201,What surprises visitors about seasonal greetings in Japan?,seasonal greetings,wisdom,en,,,未確認,,
202,What surprises visitors about the new year in Japan?,the new year,wisdom,en,,,未確認,,
203,What surprises visitors about festivals in Japan?,festivals,wisdom,en,,,未確認,,
204,What surprises visitors about kotatsu in Japan?,kotatsu,wisdom,en,,,未確認,,
205,What surprises visitors about heated carpets in Japan?,heated carpets,wisdom,en,,,未確認,,
206,What surprises visitors about hot water bottles in Japan?,hot water bottles,wisdom,en,,,未確認,,
207,What surprises visitors about layering clothes in Japan?,layering clothes,wisdom,en,,,未確認,,
208,What surprises visitors about cooling towels in Japan?,cooling towels,wisdom,en,,,未確認,,
209,What surprises visitors about summer heat habits in Japan?,summer heat habits,wisdom,en,,,未確認,,
210,What surprises visitors about insect prevention in Japan?,insect prevention,wisdom,en,,制度・安全,未確認,,
211,What surprises visitors about plants indoors in Japan?,plants indoors,wisdom,en,,,未確認,,
212,What surprises visitors about balcony gardening in Japan?,balcony gardening,wisdom,en,,,未確認,,
213,What surprises visitors about waste separation in Japan?,waste separation,wisdom,en,,制度・安全,未確認,,
214,What surprises visitors about local rules in Japan?,local rules,wisdom,en,,,未確認,,
215,What surprises visitors about community boards in Japan?,community boards,wisdom,en,,,未確認,,
216,What surprises visitors about neighbourhood etiquette in Japan?,neighbourhood etiquette,wisdom,en,,,未確認,,
217,What surprises visitors about noise consideration in Japan?,noise consideration,wisdom,en,,,未確認,,
218,What surprises visitors about earthquake preparation in Japan?,earthquake preparation,wisdom,en,,制度・安全,未確認,,
219,What surprises visitors about emergency bags in Japan?,emergency bags,wisdom,en,,制度・安全,未確認,,
220,What surprises visitors about water storage in Japan?,water storage,wisdom,en,,,未確認,,
221,What surprises visitors about torches and radios in Japan?,torches and radios,wisdom,en,,,未確認,,
222,What surprises visitors about first aid at home in Japan?,first aid at home,wisdom,en,必須,,未確認,,
223,What surprises visitors about stockpiling food in Japan?,stockpiling food,wisdom,en,,,未確認,,
224,What surprises visitors about rotating supplies in Japan?,rotating supplies,wisdom,en,,,未確認,,
225,What surprises visitors about reading a Japanese label in Japan?,reading a Japanese label,wisdom,en,,,未確認,,
226,What surprises visitors about product lot numbers in Japan?,product lot numbers,wisdom,en,,,未確認,,
227,What surprises visitors about warranty culture in Japan?,warranty culture,wisdom,en,,,未確認,,
228,What surprises visitors about repair over replace in Japan?,repair over replace,wisdom,en,,,未確認,,
229,Why are things different in Japan when it comes to taking shoes off indoors?,taking shoes off indoors,wisdom,en,,,未確認,,
230,Why are things different in Japan when it comes to the genkan?,the genkan,wisdom,en,,,未確認,,
231,Why are things different in Japan when it comes to tatami?,tatami,wisdom,en,,,未確認,,
232,Why are things different in Japan when it comes to futon airing?,futon airing,wisdom,en,,,未確認,,
233,Why are things different in Japan when it comes to seasonal bedding?,seasonal bedding,wisdom,en,,,未確認,,
234,Why are things different in Japan when it comes to sliding doors?,sliding doors,wisdom,en,,,未確認,,
235,Why are things different in Japan when it comes to small apartments?,small apartments,wisdom,en,,,未確認,,
236,Why are things different in Japan when it comes to storage in narrow spaces?,storage in narrow spaces,wisdom,en,,,未確認,,
237,Why are things different in Japan when it comes to under-bed storage?,under-bed storage,wisdom,en,,,未確認,,
238,Why are things different in Japan when it comes to the gap beside the fridge?,the gap beside the fridge,wisdom,en,,,未確認,,
239,Why are things different in Japan when it comes to vertical storage?,vertical storage,wisdom,en,,,未確認,,
240,Why are things different in Japan when it comes to seasonal clothing rotation?,seasonal clothing rotation,wisdom,en,,,未確認,,
241,Why are things different in Japan when it comes to refill packs?,refill packs,wisdom,en,,,未確認,,
242,Why are things different in Japan when it comes to reusable cloth?,reusable cloth,wisdom,en,,,未確認,,
243,Why are things different in Japan when it comes to furoshiki?,furoshiki,wisdom,en,,,未確認,,
244,Why are things different in Japan when it comes to tenugui?,tenugui,wisdom,en,,,未確認,,
245,Why are things different in Japan when it comes to bento boxes?,bento boxes,wisdom,en,,,未確認,,
246,Why are things different in Japan when it comes to chopstick rests?,chopstick rests,wisdom,en,,,未確認,,
247,Why are things different in Japan when it comes to single-purpose kitchen tools?,single-purpose kitchen tools,wisdom,en,,,未確認,,
248,Why are things different in Japan when it comes to drying racks?,drying racks,wisdom,en,,,未確認,,
249,Why are things different in Japan when it comes to laundry poles?,laundry poles,wisdom,en,,,未確認,,
250,Why are things different in Japan when it comes to indoor drying?,indoor drying,wisdom,en,,,未確認,,
251,Why are things different in Japan when it comes to dehumidifiers?,dehumidifiers,wisdom,en,,,未確認,,
252,Why are things different in Japan when it comes to the rainy season?,the rainy season,wisdom,en,,,未確認,,
253,Why are things different in Japan when it comes to mould prevention?,mould prevention,wisdom,en,,制度・安全,未確認,,
254,Why are things different in Japan when it comes to ventilation habits?,ventilation habits,wisdom,en,,,未確認,,
255,Why are things different in Japan when it comes to cleaning order?,cleaning order,wisdom,en,,制度・安全,未確認,,
256,Why are things different in Japan when it comes to cleaning cloths?,cleaning cloths,wisdom,en,,制度・安全,未確認,,
257,Why are things different in Japan when it comes to newspaper for windows?,newspaper for windows,wisdom,en,,,未確認,,
258,Why are things different in Japan when it comes to baking soda?,baking soda,wisdom,en,,,未確認,,
259,Why are things different in Japan when it comes to citric acid?,citric acid,wisdom,en,,,未確認,,
260,Why are things different in Japan when it comes to the year-end clean?,the year-end clean,wisdom,en,,,未確認,,
261,Why are things different in Japan when it comes to daily tidying?,daily tidying,wisdom,en,,,未確認,,
262,Why are things different in Japan when it comes to the entrance mat?,the entrance mat,wisdom,en,,,未確認,,
263,Why are things different in Japan when it comes to shoe cabinets?,shoe cabinets,wisdom,en,,,未確認,,
264,Why are things different in Japan when it comes to umbrella care?,umbrella care,wisdom,en,,,未確認,,
265,Why are things different in Japan when it comes to seasonal food?,seasonal food,wisdom,en,,,未確認,,
266,Why are things different in Japan when it comes to the concept of shun?,the concept of shun,wisdom,en,,,未確認,,
267,Why are things different in Japan when it comes to dashi?,dashi,wisdom,en,,,未確認,,
268,Why are things different in Japan when it comes to fermentation?,fermentation,wisdom,en,,,未確認,,
269,Why are things different in Japan when it comes to pickling?,pickling,wisdom,en,,,未確認,,
270,Why are things different in Japan when it comes to rice storage?,rice storage,wisdom,en,,,未確認,,
271,Why are things different in Japan when it comes to tea culture?,tea culture,wisdom,en,,,未確認,,
272,Why are things different in Japan when it comes to hot and cold drinks by season?,hot and cold drinks by season,wisdom,en,,,未確認,,
273,Why are things different in Japan when it comes to hand towels?,hand towels,wisdom,en,,,未確認,,
274,Why are things different in Japan when it comes to wet towels at restaurants?,wet towels at restaurants,wisdom,en,,,未確認,,
275,Why are things different in Japan when it comes to gift-giving customs?,gift-giving customs,wisdom,en,,制度・安全,未確認,,
276,Why are things different in Japan when it comes to packaging?,packaging,wisdom,en,,,未確認,,
277,Why are things different in Japan when it comes to seasonal greetings?,seasonal greetings,wisdom,en,,,未確認,,
278,Why are things different in Japan when it comes to the new year?,the new year,wisdom,en,,,未確認,,
279,Why are things different in Japan when it comes to festivals?,festivals,wisdom,en,,,未確認,,
280,Why are things different in Japan when it comes to kotatsu?,kotatsu,wisdom,en,,,未確認,,
281,Why are things different in Japan when it comes to heated carpets?,heated carpets,wisdom,en,,,未確認,,
282,Why are things different in Japan when it comes to hot water bottles?,hot water bottles,wisdom,en,,,未確認,,
283,Why are things different in Japan when it comes to layering clothes?,layering clothes,wisdom,en,,,未確認,,
284,Why are things different in Japan when it comes to cooling towels?,cooling towels,wisdom,en,,,未確認,,
285,Why are things different in Japan when it comes to summer heat habits?,summer heat habits,wisdom,en,,,未確認,,
286,Why are things different in Japan when it comes to insect prevention?,insect prevention,wisdom,en,,制度・安全,未確認,,
287,Why are things different in Japan when it comes to plants indoors?,plants indoors,wisdom,en,,,未確認,,
288,Why are things different in Japan when it comes to balcony gardening?,balcony gardening,wisdom,en,,,未確認,,
289,Why are things different in Japan when it comes to waste separation?,waste separation,wisdom,en,,制度・安全,未確認,,
290,Why are things different in Japan when it comes to local rules?,local rules,wisdom,en,,,未確認,,
291,Why are things different in Japan when it comes to community boards?,community boards,wisdom,en,,,未確認,,
292,Why are things different in Japan when it comes to neighbourhood etiquette?,neighbourhood etiquette,wisdom,en,,,未確認,,
293,Why are things different in Japan when it comes to noise consideration?,noise consideration,wisdom,en,,,未確認,,
294,Why are things different in Japan when it comes to earthquake preparation?,earthquake preparation,wisdom,en,,制度・安全,未確認,,
295,Why are things different in Japan when it comes to emergency bags?,emergency bags,wisdom,en,,制度・安全,未確認,,
296,Why are things different in Japan when it comes to water storage?,water storage,wisdom,en,,,未確認,,
297,Why are things different in Japan when it comes to torches and radios?,torches and radios,wisdom,en,,,未確認,,
298,Why are things different in Japan when it comes to first aid at home?,first aid at home,wisdom,en,必須,,未確認,,
299,Why are things different in Japan when it comes to stockpiling food?,stockpiling food,wisdom,en,,,未確認,,
300,Why are things different in Japan when it comes to rotating supplies?,rotating supplies,wisdom,en,,,未確認,,
301,Why are things different in Japan when it comes to reading a Japanese label?,reading a Japanese label,wisdom,en,,,未確認,,
302,Why are things different in Japan when it comes to product lot numbers?,product lot numbers,wisdom,en,,,未確認,,
303,Why are things different in Japan when it comes to warranty culture?,warranty culture,wisdom,en,,,未確認,,
304,Why are things different in Japan when it comes to repair over replace?,repair over replace,wisdom,en,,,未確認,,
305,What do people in Japan actually do about taking shoes off indoors?,taking shoes off indoors,wisdom,en,,,未確認,,
306,What do people in Japan actually do about the genkan?,the genkan,wisdom,en,,,未確認,,
307,What do people in Japan actually do about tatami?,tatami,wisdom,en,,,未確認,,
308,What do people in Japan actually do about futon airing?,futon airing,wisdom,en,,,未確認,,
309,What do people in Japan actually do about seasonal bedding?,seasonal bedding,wisdom,en,,,未確認,,
310,What do people in Japan actually do about sliding doors?,sliding doors,wisdom,en,,,未確認,,
311,What do people in Japan actually do about small apartments?,small apartments,wisdom,en,,,未確認,,
312,What do people in Japan actually do about storage in narrow spaces?,storage in narrow spaces,wisdom,en,,,未確認,,
313,What do people in Japan actually do about under-bed storage?,under-bed storage,wisdom,en,,,未確認,,
314,What do people in Japan actually do about the gap beside the fridge?,the gap beside the fridge,wisdom,en,,,未確認,,
315,What do people in Japan actually do about vertical storage?,vertical storage,wisdom,en,,,未確認,,
316,What do people in Japan actually do about seasonal clothing rotation?,seasonal clothing rotation,wisdom,en,,,未確認,,
317,What do people in Japan actually do about refill packs?,refill packs,wisdom,en,,,未確認,,
318,What do people in Japan actually do about reusable cloth?,reusable cloth,wisdom,en,,,未確認,,
319,What do people in Japan actually do about furoshiki?,furoshiki,wisdom,en,,,未確認,,
320,What do people in Japan actually do about tenugui?,tenugui,wisdom,en,,,未確認,,
321,What do people in Japan actually do about bento boxes?,bento boxes,wisdom,en,,,未確認,,
